order_item_id,order_id,product_id,quantity,unit_price
186,76,1,3,18000.0
187,76,3,3,27500.0
188,77,4,5,12000.0
189,78,5,3,9000.0
190,79,7,4,4000.0
191,80,2,3,32000.0
192,80,3,3,27500.0
193,81,6,4,15000.0
194,82,1,3,18000.0
195,83,2,1,32000.0
196,83,4,4,12000.0
197,84,1,3,18000.0
198,84,1,3,18000.0
199,84,3,2,27500.0
200,85,5,3,9000.0
201,85,3,1,27500.0
202,85,3,3,27500.0
203,86,2,1,32000.0
204,86,3,2,27500.0
205,86,1,2,18000.0
206,86,7,4,4000.0
207,87,1,1,18000.0
208,88,2,2,32000.0
209,88,5,5,9000.0
210,88,3,2,27500.0
211,89,5,5,9000.0
212,89,4,3,12000.0
213,90,7,1,4000.0
214,90,1,3,18000.0
215,91,8,5,1200.0
216,91,6,1,15000.0
217,91,3,1,27500.0
218,91,2,1,32000.0
219,92,2,3,32000.0
220,92,1,2,18000.0
221,92,5,2,9000.0
222,93,4,4,12000.0
223,93,4,5,12000.0
224,94,2,1,32000.0
225,94,7,5,4000.0
226,95,7,3,4000.0
227,95,3,1,27500.0
228,95,4,4,12000.0
229,96,4,1,12000.0
230,96,5,3,9000.0
231,96,2,2,32000.0
232,96,1,2,18000.0
233,97,5,1,9000.0
234,97,3,2,27500.0
235,97,4,3,12000.0
236,98,1,3,18000.0
237,98,2,2,32000.0
238,99,1,1,18000.0
239,99,2,2,32000.0
240,99,4,5,12000.0
241,100,6,2,15000.0
242,100,8,5,1200.0
243,100,1,3,18000.0
244,101,5,2,9000.0
245,102,4,5,12000.0
246,102,5,5,9000.0
247,102,6,1,15000.0
248,103,2,3,32000.0
249,104,1,3,18000.0
250,105,8,2,1200.0
251,105,3,2,27500.0
252,106,1,3,18000.0
253,106,2,1,32000.0
254,106,8,3,1200.0
255,106,7,1,4000.0
256,107,1,1,18000.0
257,108,7,1,4000.0
258,108,3,3,27500.0
259,108,1,1,18000.0
260,109,5,3,9000.0
261,109,2,3,32000.0
262,109,7,1,4000.0
263,109,4,4,12000.0
264,110,2,2,32000.0
265,111,2,3,32000.0
266,111,5,2,9000.0
267,111,4,4,12000.0
268,112,7,2,4000.0
269,112,3,3,27500.0
270,113,2,1,32000.0
271,113,8,3,1200.0
272,114,1,3,18000.0
273,114,5,2,9000.0
274,114,7,1,4000.0
275,115,4,4,12000.0
276,115,7,4,4000.0
277,115,7,1,4000.0
278,116,1,1,18000.0
279,116,4,1,12000.0
280,116,4,3,12000.0
281,116,7,4,4000.0
282,117,2,2,32000.0
283,117,4,1,12000.0
284,117,3,1,27500.0
285,117,5,3,9000.0
286,118,7,5,4000.0
287,118,2,2,32000.0
288,119,4,5,12000.0
289,119,5,3,9000.0
290,120,8,2,1200.0
291,121,7,1,4000.0
292,121,4,2,12000.0
293,122,2,3,32000.0
294,123,6,5,15000.0
295,124,1,3,18000.0
296,124,8,3,1200.0
297,125,7,3,4000.0
298,125,8,1,1200.0
299,125,5,2,9000.0
300,125,6,5,15000.0
301,126,5,1,9000.0
302,127,3,1,27500.0
303,127,2,1,32000.0
304,128,7,5,4000.0
305,128,1,2,18000.0
306,128,1,3,18000.0
307,128,8,2,1200.0
308,129,8,2,1200.0
309,130,4,3,12000.0
310,130,6,2,15000.0
311,131,5,1,9000.0
312,132,7,3,4000.0
313,132,1,3,18000.0
314,133,3,2,27500.0
315,133,5,1,9000.0
316,133,7,5,4000.0
317,134,1,3,18000.0
318,134,8,4,1200.0
319,135,6,1,15000.0
320,135,5,2,9000.0
321,135,5,4,9000.0
322,136,5,1,9000.0
323,136,1,1,18000.0
324,136,8,2,1200.0
325,137,7,4,4000.0
326,137,2,1,32000.0
327,137,2,2,32000.0
328,137,4,1,12000.0
329,138,1,1,18000.0
330,139,2,2,32000.0
331,139,2,3,32000.0
332,139,6,1,15000.0
333,140,8,4,1200.0
334,140,3,1,27500.0
335,141,1,2,18000.0
336,141,8,4,1200.0
337,141,5,4,9000.0
338,142,7,2,4000.0
339,142,3,2,27500.0
340,142,1,3,18000.0
341,142,2,3,32000.0
342,143,2,2,32000.0
343,143,1,2,18000.0
344,144,4,2,12000.0
345,144,8,2,1200.0
346,145,4,3,12000.0
347,145,7,1,4000.0
348,146,3,3,27500.0
349,146,2,1,32000.0
350,147,7,2,4000.0
351,147,6,2,15000.0
352,148,7,1,4000.0
353,148,4,2,12000.0
354,148,8,1,1200.0
355,149,3,3,27500.0
356,150,1,1,18000.0
357,150,7,3,4000.0
358,150,5,1,9000.0
359,151,7,4,4000.0
360,152,3,1,27500.0
361,152,2,1,32000.0
362,152,3,3,27500.0
363,152,2,2,32000.0
364,153,4,3,12000.0
365,154,8,5,1200.0
366,154,8,2,1200.0
367,154,7,2,4000.0
368,155,6,4,15000.0
369,155,1,2,18000.0
370,156,8,5,1200.0
371,157,8,4,1200.0
372,158,4,4,12000.0
373,158,3,1,27500.0
374,158,6,1,15000.0
375,158,7,5,4000.0
376,159,4,3,12000.0
377,159,6,2,15000.0
378,160,1,2,18000.0
379,160,8,1,1200.0
380,160,5,4,9000.0
381,161,2,3,32000.0
382,161,3,2,27500.0
383,162,5,2,9000.0
384,163,3,1,27500.0
385,164,7,5,4000.0
386,164,5,5,9000.0
387,165,2,3,32000.0
388,165,2,2,32000.0
389,165,6,4,15000.0
390,166,8,1,1200.0
391,167,8,4,1200.0
392,167,8,2,1200.0
393,167,3,1,27500.0
394,167,8,3,1200.0
395,168,8,5,1200.0
396,168,8,4,1200.0
397,168,3,3,27500.0
398,168,7,5,4000.0
399,169,8,1,1200.0
400,169,6,5,15000.0
401,170,6,1,15000.0
402,170,5,1,9000.0
403,171,8,5,1200.0
404,171,1,1,18000.0
405,171,2,1,32000.0
406,172,6,3,15000.0
407,172,5,2,9000.0
408,172,7,4,4000.0
409,173,3,3,27500.0
410,173,4,2,12000.0
411,173,5,4,9000.0
412,174,6,4,15000.0
413,175,3,3,27500.0
414,175,6,4,15000.0
415,175,3,2,27500.0
416,176,4,3,12000.0
417,176,6,1,15000.0
418,177,6,3,15000.0
419,177,1,3,18000.0
420,177,8,5,1200.0
421,177,5,4,9000.0
422,178,8,3,1200.0
423,178,5,2,9000.0
424,178,1,1,18000.0
425,179,2,2,32000.0
426,180,4,3,12000.0
427,180,1,1,18000.0
428,180,6,2,15000.0
429,181,2,2,32000.0
430,181,6,2,15000.0
431,181,2,1,32000.0
432,181,3,2,27500.0
433,182,4,4,12000.0
434,183,3,3,27500.0
435,183,2,2,32000.0
436,183,2,1,32000.0
437,184,8,5,1200.0
438,185,5,3,9000.0
439,186,7,2,4000.0
440,186,3,2,27500.0
441,186,7,4,4000.0
442,187,8,3,1200.0
443,187,5,2,9000.0
444,187,3,2,27500.0
445,187,6,5,15000.0
446,188,6,3,15000.0
447,188,5,2,9000.0
448,188,3,2,27500.0
449,188,2,1,32000.0
450,189,1,1,18000.0
451,190,2,1,32000.0
452,190,3,3,27500.0
453,191,4,1,12000.0
454,192,7,5,4000.0
455,192,3,3,27500.0
456,193,7,5,4000.0
457,193,8,2,1200.0
458,193,8,2,1200.0
459,193,7,4,4000.0
460,194,1,1,18000.0
461,194,6,5,15000.0
462,195,4,2,12000.0
463,196,2,1,32000.0
464,196,4,5,12000.0
465,197,1,2,18000.0
466,198,5,4,9000.0
467,198,3,1,27500.0
468,198,8,3,1200.0
469,198,1,3,18000.0
470,199,8,2,1200.0
471,200,5,3,9000.0
472,200,5,4,9000.0
473,200,3,2,27500.0
474,201,8,4,1200.0
475,202,1,3,18000.0
476,202,3,3,27500.0
477,202,8,1,1200.0
478,202,8,2,1200.0
479,203,3,1,27500.0
480,203,6,2,15000.0
481,204,7,2,4000.0
482,204,2,3,32000.0
483,205,5,2,9000.0
484,206,6,3,15000.0
485,206,4,5,12000.0
486,207,5,4,9000.0
487,207,2,2,32000.0
488,207,8,4,1200.0
489,208,6,3,15000.0
490,209,3,2,27500.0
491,210,8,1,1200.0
492,210,3,1,27500.0
493,211,8,1,1200.0
494,211,4,4,12000.0
495,211,6,2,15000.0
496,211,4,2,12000.0
497,212,3,2,27500.0
498,213,1,2,18000.0
499,214,8,3,1200.0
500,214,4,3,12000.0
501,214,6,2,15000.0
502,214,4,5,12000.0
503,215,5,2,9000.0
504,215,7,1,4000.0
505,215,6,1,15000.0
506,216,4,5,12000.0
507,216,2,1,32000.0
508,217,1,1,18000.0
509,217,5,2,9000.0
510,217,8,3,1200.0
511,218,1,3,18000.0
512,218,7,4,4000.0
513,219,3,2,27500.0
514,220,2,3,32000.0
515,220,8,4,1200.0
516,221,2,1,32000.0
517,222,1,1,18000.0
518,222,1,2,18000.0
519,223,4,2,12000.0
520,223,4,1,12000.0
521,223,5,5,9000.0
522,223,4,4,12000.0
523,224,8,3,1200.0
524,224,2,1,32000.0
525,225,1,3,18000.0
526,225,7,5,4000.0
527,225,3,2,27500.0
528,226,3,3,27500.0
529,226,5,4,9000.0
530,227,6,4,15000.0
531,227,2,3,32000.0
532,227,1,1,18000.0
533,228,1,1,18000.0
534,228,4,4,12000.0
535,228,2,1,32000.0
536,228,5,2,9000.0
537,229,7,3,4000.0
538,229,3,1,27500.0
539,229,1,2,18000.0
540,230,1,2,18000.0
541,230,2,2,32000.0
542,230,3,2,27500.0
543,230,4,5,12000.0
544,231,8,1,1200.0
545,232,3,1,27500.0
546,232,5,5,9000.0
547,233,1,1,18000.0
548,233,5,1,9000.0
549,234,7,4,4000.0
550,234,8,3,1200.0
551,234,7,3,4000.0
552,235,6,3,15000.0
553,235,7,2,4000.0
554,235,4,3,12000.0
555,236,8,4,1200.0
556,236,1,1,18000.0
557,236,1,3,18000.0
558,237,1,3,18000.0
559,237,7,5,4000.0
560,238,8,2,1200.0
561,239,6,4,15000.0
562,240,6,1,15000.0
563,241,8,1,1200.0
564,241,4,1,12000.0
565,241,8,2,1200.0
566,241,6,1,15000.0
567,242,8,3,1200.0
568,242,4,4,12000.0
569,242,3,1,27500.0
570,243,3,2,27500.0
571,243,6,4,15000.0
572,243,7,4,4000.0
573,243,5,4,9000.0
574,244,4,2,12000.0
575,244,7,2,4000.0
576,244,8,3,1200.0
577,245,2,2,32000.0
578,245,2,3,32000.0
579,246,5,4,9000.0
580,247,1,1,18000.0
581,247,2,1,32000.0
582,247,8,5,1200.0
583,248,1,3,18000.0
584,249,5,5,9000.0
585,250,6,2,15000.0
586,251,5,5,9000.0
587,252,4,1,12000.0
588,252,4,4,12000.0
589,252,8,1,1200.0
590,252,7,4,4000.0
591,253,2,1,32000.0
592,253,4,4,12000.0
593,253,5,1,9000.0
594,253,8,4,1200.0
595,254,6,4,15000.0
596,254,3,1,27500.0
597,255,2,3,32000.0
598,255,8,1,1200.0
599,255,2,3,32000.0
600,256,1,1,18000.0
601,256,8,1,1200.0
602,257,2,2,32000.0
603,258,5,1,9000.0
604,259,3,1,27500.0
605,259,2,2,32000.0
606,259,1,3,18000.0
607,259,5,5,9000.0
608,260,5,5,9000.0
609,260,3,1,27500.0
610,260,2,2,32000.0
611,261,8,5,1200.0
612,261,6,4,15000.0
613,262,5,5,9000.0
614,263,3,1,27500.0
615,264,2,3,32000.0
616,264,2,1,32000.0
617,264,8,5,1200.0
618,264,5,2,9000.0
619,265,8,4,1200.0
620,265,8,1,1200.0
621,266,5,1,9000.0
622,267,1,2,18000.0
623,267,4,2,12000.0
624,267,8,3,1200.0
625,267,4,3,12000.0
626,268,7,2,4000.0
627,268,5,1,9000.0
628,268,7,3,4000.0
629,268,7,4,4000.0
630,269,1,2,18000.0
631,269,8,5,1200.0
632,269,5,2,9000.0
633,269,2,2,32000.0
634,270,3,1,27500.0
635,270,6,5,15000.0
636,270,4,4,12000.0
637,270,5,5,9000.0
638,271,5,5,9000.0
639,271,7,5,4000.0
640,272,3,2,27500.0
641,272,7,4,4000.0
642,272,3,3,27500.0
643,272,8,5,1200.0
644,273,2,2,32000.0
645,274,6,5,15000.0
646,274,3,1,27500.0
647,275,7,1,4000.0
648,275,6,2,15000.0
649,275,4,1,12000.0
650,275,5,3,9000.0
651,276,3,2,27500.0
652,277,2,2,32000.0
653,278,1,3,18000.0
654,278,7,4,4000.0
655,278,2,2,32000.0
656,279,5,5,9000.0
657,279,1,3,18000.0
658,280,2,2,32000.0
659,280,2,2,32000.0
660,281,4,3,12000.0
661,282,7,5,4000.0
662,282,4,5,12000.0
663,282,7,5,4000.0
664,283,5,1,9000.0
665,283,6,3,15000.0
666,283,5,3,9000.0
667,283,1,1,18000.0
668,284,1,3,18000.0
669,284,8,3,1200.0
670,285,8,1,1200.0
671,286,4,4,12000.0
672,286,6,2,15000.0
673,286,7,2,4000.0
674,286,2,3,32000.0
675,287,7,4,4000.0
676,288,3,2,27500.0
677,288,5,2,9000.0
678,288,1,2,18000.0
679,289,7,4,4000.0
680,289,7,1,4000.0
681,289,6,4,15000.0
682,289,5,2,9000.0
683,290,8,4,1200.0
684,290,6,5,15000.0
685,290,1,3,18000.0
686,291,1,2,18000.0
687,291,3,1,27500.0
688,292,3,3,27500.0
689,292,3,2,27500.0
690,292,6,3,15000.0
691,292,1,1,18000.0
692,293,1,1,18000.0
693,293,7,2,4000.0
694,294,3,2,27500.0
695,294,7,4,4000.0
696,294,8,3,1200.0
697,295,1,1,18000.0
698,295,2,1,32000.0
699,295,5,1,9000.0
700,295,2,2,32000.0
701,296,1,1,18000.0
702,296,1,1,18000.0
703,296,8,5,1200.0
704,296,7,4,4000.0
705,297,3,3,27500.0
706,298,5,4,9000.0
707,299,2,1,32000.0
708,299,2,1,32000.0
709,299,1,1,18000.0
710,299,5,2,9000.0
711,300,7,5,4000.0
712,300,1,2,18000.0
713,300,6,2,15000.0
714,301,2,3,32000.0
715,301,4,5,12000.0
716,302,1,1,18000.0
717,302,7,3,4000.0
718,302,5,3,9000.0
719,303,2,1,32000.0
720,303,3,1,27500.0
721,304,2,2,32000.0
722,304,8,4,1200.0
723,304,4,2,12000.0
724,304,5,2,9000.0
725,305,3,1,27500.0
726,305,8,3,1200.0
727,305,1,3,18000.0
728,305,1,1,18000.0
729,306,6,2,15000.0
730,306,1,2,18000.0
731,306,4,3,12000.0
732,307,4,3,12000.0
733,307,4,3,12000.0
734,307,1,1,18000.0
735,308,8,4,1200.0
736,308,5,5,9000.0
737,308,2,2,32000.0
738,308,6,2,15000.0
739,309,5,3,9000.0
740,309,7,1,4000.0
741,309,4,5,12000.0
742,310,8,5,1200.0
743,310,2,1,32000.0
744,311,3,3,27500.0
745,312,7,5,4000.0
746,312,3,3,27500.0
747,312,1,2,18000.0
748,312,6,4,15000.0
749,313,3,2,27500.0
750,313,7,2,4000.0
751,313,1,1,18000.0
752,313,7,3,4000.0
753,314,8,2,1200.0
754,314,4,2,12000.0
755,315,1,2,18000.0
756,315,3,3,27500.0
757,315,4,2,12000.0
758,315,1,3,18000.0
759,316,1,1,18000.0
760,317,1,1,18000.0
761,318,2,1,32000.0
762,318,1,3,18000.0
763,318,8,4,1200.0
764,318,2,1,32000.0
765,319,2,2,32000.0
766,319,1,3,18000.0
767,319,4,5,12000.0
768,319,5,3,9000.0
769,320,8,3,1200.0
770,321,5,4,9000.0
771,321,6,1,15000.0
772,321,1,1,18000.0
773,322,3,1,27500.0
774,322,6,3,15000.0
775,322,6,5,15000.0
776,322,7,4,4000.0
777,323,7,4,4000.0
778,324,1,3,18000.0
779,325,4,3,12000.0
780,326,5,5,9000.0
781,326,8,1,1200.0
782,326,1,2,18000.0
783,326,4,4,12000.0
784,327,7,5,4000.0
785,327,7,2,4000.0
786,328,7,5,4000.0
787,328,2,2,32000.0
788,329,6,5,15000.0
789,330,8,4,1200.0
790,331,3,2,27500.0
791,332,7,1,4000.0
792,332,5,1,9000.0
793,333,2,2,32000.0
794,333,6,3,15000.0
795,334,5,1,9000.0
796,334,3,2,27500.0
797,334,5,4,9000.0
798,334,3,1,27500.0
799,335,5,1,9000.0
800,335,7,2,4000.0
801,336,6,5,15000.0
802,336,2,2,32000.0
803,336,1,3,18000.0
804,336,5,3,9000.0
805,337,5,3,9000.0
806,337,8,1,1200.0
807,337,6,4,15000.0
808,338,3,2,27500.0
809,338,8,1,1200.0
810,339,2,3,32000.0
811,340,8,2,1200.0
812,341,3,3,27500.0
813,341,3,3,27500.0
814,341,6,3,15000.0
815,341,1,1,18000.0
816,342,3,3,27500.0
817,342,5,4,9000.0
818,343,7,5,4000.0
819,344,6,5,15000.0
820,345,1,3,18000.0
821,345,3,2,27500.0
822,345,2,3,32000.0
823,346,6,2,15000.0
824,347,4,1,12000.0
825,347,1,2,18000.0
826,348,1,2,18000.0
827,349,6,3,15000.0
828,349,4,2,12000.0
829,349,8,4,1200.0
830,350,6,2,15000.0
831,350,5,3,9000.0
832,350,8,1,1200.0
833,350,7,1,4000.0
834,351,5,5,9000.0
835,351,2,1,32000.0
836,352,3,2,27500.0
837,353,3,1,27500.0
838,353,8,3,1200.0
839,354,6,2,15000.0
840,354,7,5,4000.0
841,355,1,3,18000.0
842,355,7,4,4000.0
843,355,4,5,12000.0
844,355,4,3,12000.0
845,356,3,2,27500.0
846,356,4,4,12000.0
847,356,5,4,9000.0
848,357,8,4,1200.0
849,358,6,1,15000.0
850,358,6,4,15000.0
851,358,3,1,27500.0
852,359,6,1,15000.0
853,359,1,2,18000.0
854,359,5,1,9000.0
855,360,2,1,32000.0
856,361,3,2,27500.0
857,362,3,1,27500.0
858,363,4,3,12000.0
859,363,5,1,9000.0
860,363,3,1,27500.0
861,364,6,1,15000.0
862,364,1,1,18000.0
863,364,7,1,4000.0
864,365,6,5,15000.0
865,365,5,4,9000.0
866,366,1,2,18000.0
867,366,2,2,32000.0
868,366,4,2,12000.0
869,367,6,1,15000.0
870,367,4,1,12000.0
871,367,1,1,18000.0
872,368,1,1,18000.0
873,368,2,1,32000.0
874,368,5,3,9000.0
875,369,2,1,32000.0
876,369,5,5,9000.0
877,369,2,1,32000.0
878,370,6,3,15000.0
879,370,4,3,12000.0
880,371,7,1,4000.0
881,371,1,1,18000.0
882,371,7,4,4000.0
883,372,7,5,4000.0
884,372,1,1,18000.0
885,372,7,4,4000.0
886,372,8,3,1200.0
887,373,4,2,12000.0
888,373,5,3,9000.0
889,374,8,4,1200.0
890,374,7,2,4000.0
891,374,6,3,15000.0
892,374,1,1,18000.0
893,375,7,3,4000.0
894,375,5,2,9000.0
895,376,3,3,27500.0
896,376,1,3,18000.0
897,376,3,3,27500.0
898,377,6,1,15000.0
899,377,2,1,32000.0
900,377,1,3,18000.0
901,378,1,3,18000.0
902,378,7,5,4000.0
903,379,2,2,32000.0
904,380,5,3,9000.0
905,381,6,5,15000.0
906,381,3,1,27500.0
907,381,3,3,27500.0
908,381,7,3,4000.0
909,382,7,2,4000.0
910,382,1,3,18000.0
911,383,2,2,32000.0
912,383,8,4,1200.0
913,384,2,1,32000.0
914,384,6,2,15000.0
915,384,4,5,12000.0
916,384,1,1,18000.0
917,385,2,2,32000.0
918,385,2,3,32000.0
919,386,7,1,4000.0
920,387,6,5,15000.0
921,387,2,3,32000.0
922,387,6,5,15000.0
923,388,7,5,4000.0
924,389,4,4,12000.0
925,389,4,1,12000.0
926,389,7,5,4000.0
927,390,5,3,9000.0
928,390,5,1,9000.0
929,391,3,1,27500.0
930,391,1,1,18000.0
931,391,4,5,12000.0
932,391,5,5,9000.0
933,392,1,2,18000.0
934,392,2,2,32000.0
935,393,2,1,32000.0
936,393,7,3,4000.0
937,394,1,1,18000.0
938,394,1,3,18000.0
939,395,4,2,12000.0
940,395,3,3,27500.0
941,396,2,1,32000.0
942,396,6,2,15000.0
943,397,1,2,18000.0
944,397,5,4,9000.0
945,397,4,1,12000.0
946,398,8,4,1200.0
947,398,8,3,1200.0
948,399,3,1,27500.0
949,399,1,3,18000.0
950,400,8,3,1200.0
951,401,4,1,12000.0
952,401,1,2,18000.0
953,402,7,2,4000.0
954,402,3,3,27500.0
955,402,2,1,32000.0
956,402,2,2,32000.0
957,403,6,4,15000.0
958,403,7,4,4000.0
959,403,1,2,18000.0
960,403,4,4,12000.0
961,404,6,3,15000.0
962,404,1,2,18000.0
963,404,5,3,9000.0
964,404,5,1,9000.0
965,405,4,2,12000.0
966,405,7,3,4000.0
967,405,1,2,18000.0
968,406,3,1,27500.0
969,406,7,2,4000.0
970,407,5,2,9000.0
971,407,7,2,4000.0
972,408,5,2,9000.0
973,408,2,3,32000.0
974,408,1,3,18000.0
975,409,7,2,4000.0
976,410,7,3,4000.0
977,411,3,3,27500.0
978,411,5,4,9000.0
979,412,4,2,12000.0
980,412,5,2,9000.0
981,413,8,4,1200.0
982,413,1,2,18000.0
983,413,5,3,9000.0
984,414,6,4,15000.0
985,414,7,5,4000.0
986,414,5,3,9000.0
987,414,4,3,12000.0
988,415,7,4,4000.0
989,415,7,1,4000.0
990,415,7,2,4000.0
991,416,6,1,15000.0
992,416,1,3,18000.0
993,416,6,5,15000.0
994,417,7,5,4000.0
995,417,3,2,27500.0
996,418,8,2,1200.0
997,418,2,1,32000.0
998,418,1,2,18000.0
999,419,5,2,9000.0
1000,420,4,2,12000.0
1001,420,3,2,27500.0
1002,420,2,2,32000.0
1003,421,8,5,1200.0
1004,422,2,3,32000.0
1005,422,1,1,18000.0
1006,423,3,1,27500.0
1007,423,2,1,32000.0
1008,423,6,5,15000.0
1009,424,4,3,12000.0
1010,424,5,2,9000.0
1011,425,1,1,18000.0
1012,425,8,2,1200.0
1013,425,3,3,27500.0
1014,425,1,3,18000.0
1015,426,4,4,12000.0
1016,426,8,4,1200.0
1017,427,7,2,4000.0
1018,427,4,4,12000.0
1019,427,1,1,18000.0
1020,428,3,2,27500.0
1021,428,2,1,32000.0
1022,428,6,3,15000.0
1023,429,1,1,18000.0
1024,430,6,4,15000.0
1025,430,4,1,12000.0
1026,431,4,4,12000.0
1027,432,4,1,12000.0
1028,433,7,2,4000.0
1029,433,1,3,18000.0
1030,434,4,3,12000.0
1031,434,3,3,27500.0
1032,434,6,5,15000.0
1033,434,6,2,15000.0
1034,435,4,5,12000.0
1035,435,4,5,12000.0
1036,435,3,1,27500.0
1037,435,5,3,9000.0
1038,436,3,1,27500.0
1039,436,7,4,4000.0
1040,437,7,1,4000.0
1041,437,1,3,18000.0
1042,437,8,1,1200.0
1043,437,3,2,27500.0
1044,438,4,4,12000.0
1045,438,1,1,18000.0
1046,439,6,5,15000.0
1047,440,2,2,32000.0
1048,440,7,3,4000.0
1049,441,8,3,1200.0
1050,441,3,1,27500.0
1051,441,4,2,12000.0
1052,442,2,3,32000.0
1053,443,3,1,27500.0
1054,443,6,4,15000.0
1055,444,4,3,12000.0
1056,444,1,2,18000.0
1057,444,4,4,12000.0
1058,445,1,2,18000.0
1059,446,1,2,18000.0
1060,446,6,2,15000.0
1061,447,3,1,27500.0
1062,447,2,1,32000.0
1063,447,7,2,4000.0
1064,448,4,5,12000.0
1065,448,8,3,1200.0
1066,448,7,1,4000.0
1067,448,6,3,15000.0
1068,449,2,1,32000.0
