order_id,customer_id,rep_id,order_date,status
106,83,6,2024-08-19,completed
107,60,9,2025-02-20,completed
108,27,1,2024-01-31,completed
109,89,7,2024-12-07,completed
110,48,10,2024-12-20,completed
111,78,2,2024-05-06,completed
112,68,8,2024-12-17,completed
113,21,4,2025-09-13,completed
114,43,6,2025-03-04,completed
115,107,6,2025-10-07,completed
116,67,2,2024-04-29,completed
117,78,2,2024-01-28,completed
118,46,1,2025-03-16,completed
119,81,8,2025-03-10,completed
120,96,1,2024-04-28,completed
121,44,5,2024-08-31,completed
122,83,6,2025-09-21,completed
123,48,8,2024-01-19,completed
124,75,2,2024-10-23,completed
125,75,3,2025-02-16,completed
126,50,10,2024-09-11,completed
127,99,9,2024-11-13,completed
128,108,4,2024-10-28,completed
129,51,2,2025-04-13,completed
130,96,4,2024-11-12,completed
131,67,3,2025-11-04,refunded
132,45,7,2025-11-10,completed
133,103,3,2025-02-19,completed
134,49,6,2025-02-20,completed
135,13,3,2024-07-13,completed
136,70,3,2024-09-03,completed
137,1,1,2025-11-14,completed
138,11,4,2025-09-18,completed
139,49,9,2024-02-27,completed
140,59,7,2024-06-30,completed
141,94,6,2024-08-13,completed
142,21,1,2025-04-04,refunded
143,63,8,2025-01-28,refunded
144,68,9,2024-09-26,completed
145,12,3,2024-11-17,completed
146,60,9,2024-03-22,completed
147,78,3,2024-01-01,completed
148,60,8,2025-07-13,completed
149,86,9,2024-10-30,completed
150,42,1,2024-05-24,completed
151,31,8,2024-07-28,completed
152,69,2,2024-05-25,refunded
153,106,10,2025-07-03,completed
154,67,7,2024-06-24,completed
155,106,9,2024-09-05,completed
156,30,10,2025-04-05,pending
157,70,7,2025-02-16,completed
158,90,1,2025-02-16,completed
159,19,2,2025-11-05,completed
160,12,7,2025-11-26,completed
161,73,3,2024-03-15,completed
162,73,7,2025-04-12,completed
163,56,10,2025-09-15,completed
164,5,6,2024-02-04,pending
165,38,3,2024-11-01,refunded
166,81,9,2025-06-03,completed
167,46,3,2024-08-28,refunded
168,49,2,2025-09-20,completed
169,64,3,2024-05-12,completed
170,1,7,2025-10-20,completed
171,85,6,2025-02-03,completed
172,36,9,2024-06-29,completed
173,76,7,2024-07-19,completed
174,107,4,2024-07-18,completed
175,22,5,2024-03-22,completed
176,50,3,2025-08-12,completed
177,29,9,2024-04-18,completed
178,109,9,2024-11-28,completed
179,40,10,2024-05-02,completed
180,77,8,2024-06-17,completed
181,51,5,2024-03-31,completed
182,80,4,2025-03-05,completed
183,58,6,2024-02-16,completed
184,100,6,2024-06-30,completed
185,8,10,2024-05-14,completed
186,17,4,2025-06-10,completed
187,8,6,2025-08-20,completed
188,44,5,2025-07-08,completed
189,104,7,2024-12-06,completed
190,20,5,2025-01-16,completed
191,106,2,2024-11-29,completed
192,42,6,2025-05-07,completed
193,13,5,2024-11-06,completed
194,82,8,2024-10-26,completed
195,95,3,2025-01-12,completed
196,91,9,2024-04-18,completed
197,19,1,2025-10-03,completed
198,95,1,2024-04-02,completed
199,22,8,2025-02-17,completed
200,101,3,2024-12-24,completed
201,20,10,2024-02-03,completed
202,85,9,2024-09-03,completed
203,9,8,2024-08-08,completed
204,23,3,2025-08-13,pending
205,55,6,2025-11-04,completed
206,71,9,2024-05-27,completed
207,110,9,2024-07-27,completed
208,29,3,2025-02-06,completed
209,33,10,2025-05-25,completed
210,78,10,2025-03-25,completed
211,43,4,2025-11-13,refunded
212,20,1,2025-11-22,completed
213,51,1,2025-07-15,completed
214,98,9,2025-05-15,completed
215,51,1,2024-02-11,completed
216,59,2,2024-12-21,completed
217,100,3,2025-10-20,completed
218,84,9,2024-07-16,completed
219,11,4,2025-08-30,completed
220,7,3,2024-06-04,completed
221,60,3,2024-02-24,completed
222,49,7,2024-04-17,completed
223,18,6,2025-11-08,completed
224,49,6,2024-08-01,completed
225,98,5,2024-06-29,completed
226,2,10,2025-11-11,completed
227,17,1,2025-08-28,completed
228,92,10,2025-09-02,completed
229,55,6,2025-07-16,completed
230,10,3,2024-01-27,completed
231,64,5,2024-03-02,completed
232,56,7,2025-08-27,completed
233,84,2,2024-12-16,completed
234,32,1,2024-05-07,completed
235,80,2,2025-01-14,completed
236,62,2,2024-05-20,completed
237,8,2,2025-06-10,completed
238,30,2,2025-04-05,completed
239,55,9,2024-02-13,completed
240,14,3,2025-08-29,completed
241,60,2,2024-07-19,completed
242,7,5,2025-01-04,pending
243,91,4,2024-01-26,completed
244,4,4,2024-05-03,completed
245,108,7,2025-02-07,completed
246,31,3,2025-05-01,completed
247,54,7,2024-04-12,completed
248,63,8,2024-05-07,refunded
249,84,5,2025-08-22,completed
250,1,6,2024-09-12,completed
251,6,5,2025-09-17,completed
252,106,8,2025-02-08,completed
253,78,9,2024-10-26,completed
254,74,5,2024-09-11,completed
255,95,9,2025-11-16,completed
256,106,5,2024-06-18,refunded
257,66,8,2025-07-07,completed
258,8,3,2025-11-07,completed
259,109,9,2024-03-26,completed
260,4,2,2025-07-13,refunded
261,46,9,2025-06-09,completed
262,2,9,2024-06-25,completed
263,6,7,2025-04-30,completed
264,49,10,2024-03-28,completed
265,77,7,2025-07-27,refunded
266,35,1,2025-08-25,completed
267,102,10,2025-03-09,completed
268,93,7,2024-12-28,completed
269,70,4,2024-09-28,refunded
270,2,3,2025-07-28,completed
271,70,3,2024-01-01,completed
272,90,9,2024-08-21,completed
273,74,2,2025-03-11,completed
274,10,4,2024-04-25,completed
275,92,7,2024-04-20,completed
276,72,9,2024-04-06,completed
277,36,5,2025-05-22,completed
278,41,1,2024-07-16,completed
279,97,8,2024-03-07,completed
280,70,1,2025-02-14,completed
281,35,7,2025-06-13,completed
282,80,3,2025-02-07,completed
283,71,8,2024-11-15,refunded
284,16,10,2024-05-18,completed
285,32,7,2024-02-15,completed
286,55,1,2024-08-20,completed
287,75,5,2024-12-01,completed
288,1,1,2024-01-26,completed
289,49,7,2025-11-29,completed
290,2,5,2024-11-18,completed
291,58,5,2024-11-22,pending
292,110,6,2024-09-21,completed
293,51,6,2025-09-10,completed
294,110,3,2024-05-01,completed
295,52,3,2024-11-19,completed
296,110,9,2024-09-14,completed
297,92,8,2025-07-26,completed
298,77,6,2025-03-30,refunded
299,18,7,2024-09-26,completed
300,95,8,2024-12-16,completed
301,48,5,2025-06-10,completed
302,42,5,2025-01-05,completed
303,37,8,2024-12-12,completed
304,20,8,2024-10-19,completed
305,63,3,2024-02-01,completed
306,78,7,2024-09-09,completed
307,93,9,2025-05-30,completed
308,110,2,2025-06-11,completed
309,36,5,2024-09-17,refunded
310,47,2,2025-05-01,completed
311,83,6,2024-09-03,completed
312,59,9,2025-06-08,completed
313,75,3,2025-05-05,completed
314,23,5,2024-05-15,refunded
315,73,2,2024-06-03,pending
316,74,9,2024-08-05,completed
317,2,3,2024-08-23,completed
318,89,9,2025-01-30,completed
319,71,2,2024-10-29,completed
320,84,4,2025-10-18,refunded
321,54,9,2025-10-18,completed
322,26,1,2025-04-13,completed
323,107,2,2024-12-05,completed
324,86,7,2025-03-08,completed
325,51,6,2024-11-02,completed
326,1,8,2025-07-08,completed
327,54,9,2024-07-26,completed
328,50,10,2025-04-15,completed
329,68,8,2025-09-21,completed
330,55,3,2025-01-06,completed
331,3,10,2024-08-30,completed
332,90,6,2025-04-10,completed
333,71,1,2025-08-08,completed
334,66,6,2024-04-30,completed
335,13,9,2025-11-20,completed
336,56,5,2024-06-30,completed
337,35,3,2024-04-17,completed
338,100,9,2024-05-09,completed
339,91,10,2024-01-19,refunded
340,52,4,2024-12-16,completed
341,28,3,2024-10-12,completed
342,12,8,2025-06-16,completed
343,31,2,2024-05-19,pending
344,102,6,2024-01-07,completed
345,83,1,2024-04-03,completed
346,12,6,2024-07-09,completed
347,105,8,2024-02-24,completed
348,10,7,2025-08-30,completed
349,33,2,2025-05-31,completed
350,76,9,2025-08-09,completed
351,80,9,2024-05-24,pending
352,99,2,2024-02-06,completed
353,100,9,2025-11-10,completed
354,28,6,2025-03-24,completed
355,8,7,2024-10-06,pending
356,39,9,2025-05-30,completed
357,18,9,2024-02-18,completed
358,36,1,2025-02-06,completed
359,73,3,2024-01-10,completed
360,86,10,2024-04-14,refunded
361,60,9,2025-02-01,completed
362,104,5,2025-03-31,completed
363,82,1,2025-02-19,completed
364,11,3,2024-07-05,completed
365,11,6,2024-04-23,completed
366,82,10,2024-12-13,completed
367,60,10,2025-07-17,completed
368,51,5,2025-11-24,completed
369,17,1,2024-08-07,completed
370,84,6,2025-09-22,completed
371,88,10,2024-12-14,completed
372,73,10,2024-01-14,completed
373,6,4,2025-05-05,completed
374,75,6,2024-08-18,completed
375,21,6,2024-01-12,completed
376,51,3,2024-10-19,completed
377,74,3,2024-08-12,completed
378,6,7,2025-11-24,completed
379,33,4,2024-01-15,completed
380,51,8,2024-08-13,completed
381,59,6,2025-07-30,completed
382,22,7,2024-02-17,completed
383,19,8,2025-01-13,completed
384,4,10,2024-05-09,completed
385,25,7,2024-06-21,completed
386,74,8,2024-01-05,completed
387,99,2,2025-05-30,completed
388,96,8,2025-04-26,completed
389,67,1,2024-02-21,completed
390,20,9,2025-08-18,completed
391,85,2,2025-06-10,completed
392,17,4,2024-05-18,completed
393,36,8,2024-10-12,completed
394,74,10,2024-07-19,completed
395,27,1,2024-10-10,refunded
396,57,8,2025-01-02,completed
397,6,3,2025-05-30,completed
398,88,1,2024-12-18,completed
399,51,10,2024-04-08,completed
400,21,10,2024-04-01,completed
401,49,10,2024-02-11,completed
402,32,9,2024-10-09,completed
403,63,1,2025-05-28,completed
404,20,2,2025-08-07,completed
405,57,7,2025-02-04,pending
406,83,10,2025-01-20,completed
407,56,2,2024-03-31,completed
408,107,6,2025-11-01,completed
409,95,8,2025-08-31,pending
410,82,4,2024-11-14,refunded
411,29,4,2025-07-27,completed
412,24,6,2025-11-13,completed
413,105,1,2024-09-03,completed
414,60,7,2025-07-31,completed
415,31,7,2025-01-14,completed
416,36,3,2024-03-21,completed
417,40,9,2024-03-30,completed
418,101,6,2025-08-12,completed
419,36,3,2024-09-02,completed
420,50,2,2024-10-19,completed
421,100,6,2024-11-12,completed
422,53,4,2025-11-04,completed
423,69,2,2025-05-22,refunded
424,58,2,2025-07-24,completed
425,56,9,2025-04-16,completed
426,68,7,2024-12-15,completed
427,17,10,2025-03-16,completed
428,36,1,2025-10-23,completed
429,84,9,2025-11-05,pending
430,62,3,2024-05-11,completed
431,55,1,2025-09-10,completed
432,68,2,2025-05-21,pending
433,26,7,2025-09-29,completed
434,83,3,2025-08-12,completed
435,31,3,2024-06-22,completed
436,110,8,2024-08-15,completed
437,12,9,2024-12-24,pending
438,78,8,2024-05-03,completed
439,2,8,2024-05-07,completed
440,29,9,2025-11-25,completed
441,69,5,2025-02-16,completed
442,89,3,2024-05-25,pending
443,38,5,2024-06-06,completed
444,8,7,2024-07-06,completed
445,103,4,2024-03-09,completed
446,51,8,2024-10-09,completed
447,110,9,2024-11-08,completed
448,52,1,2025-06-04,completed
449,102,8,2024-02-16,completed
450,93,5,2024-03-14,completed
451,93,7,2025-08-29,pending
452,62,1,2024-05-20,completed
453,80,8,2024-04-08,completed
454,10,4,2025-08-08,completed
455,10,3,2025-03-12,completed
456,44,10,2025-06-27,completed
457,12,7,2024-12-02,completed
458,30,2,2024-05-28,completed
459,108,1,2024-12-23,completed
460,18,7,2025-07-28,completed
461,74,8,2025-08-30,completed
462,89,1,2024-09-20,completed
463,32,6,2024-11-18,completed
464,57,2,2024-04-22,refunded
465,7,6,2025-08-30,completed
466,45,2,2024-06-14,completed
467,38,9,2025-09-27,completed
468,39,6,2024-09-25,completed
469,16,7,2025-08-06,refunded
470,58,5,2024-08-19,completed
471,29,1,2025-08-30,completed
472,14,1,2025-08-07,completed
473,62,1,2025-05-05,completed
474,103,10,2024-05-15,completed
475,39,5,2025-08-03,completed
476,7,1,2024-05-24,refunded
477,110,7,2024-12-30,completed
478,74,10,2024-08-11,refunded
479,51,7,2024-08-14,completed
480,24,4,2025-02-21,completed
481,59,5,2024-07-06,completed
482,85,8,2025-08-16,completed
483,104,2,2025-10-24,completed
484,27,6,2024-02-29,completed
485,51,6,2024-07-04,completed
486,102,4,2024-01-10,completed
487,27,1,2024-08-23,completed
488,9,2,2025-11-17,refunded
489,32,1,2024-06-26,completed
490,72,5,2025-05-14,completed
491,92,3,2024-02-17,completed
492,21,3,2024-10-26,completed
493,107,8,2025-10-19,completed
494,47,9,2024-08-20,completed
495,20,6,2025-09-05,completed
496,63,4,2025-10-04,completed
497,17,2,2024-03-29,pending
498,6,4,2024-12-20,pending
499,103,4,2025-09-04,completed
500,23,10,2024-11-21,completed
501,23,3,2024-05-25,refunded
502,47,5,2024-06-02,completed
503,89,9,2024-07-19,completed
504,108,9,2025-05-26,completed
505,48,10,2025-11-30,completed
506,33,10,2024-07-05,completed
507,30,5,2024-07-08,completed
508,54,2,2025-02-12,completed
509,18,1,2025-10-31,completed
510,10,6,2025-02-24,completed
511,56,4,2025-04-19,completed
512,6,7,2025-01-21,completed
513,93,2,2024-08-16,completed
514,74,9,2024-08-17,completed
515,109,3,2024-04-06,refunded
516,85,2,2025-01-16,completed
517,15,9,2024-11-30,completed
518,40,3,2025-11-20,completed
519,42,7,2025-10-15,completed
520,79,3,2025-03-22,completed
521,40,2,2024-02-16,completed
522,61,10,2025-04-02,completed
523,95,9,2024-01-21,completed
524,1,6,2024-07-20,completed
525,42,1,2024-11-30,completed
526,71,3,2025-03-03,completed
527,69,7,2024-06-16,completed
528,28,8,2025-02-21,refunded
529,81,9,2025-02-16,completed
530,25,3,2025-11-10,completed
531,87,9,2025-06-04,completed
532,94,2,2025-06-25,completed
533,64,7,2024-04-07,completed
534,99,2,2025-09-28,completed
535,110,9,2025-10-20,completed
536,106,3,2025-02-04,completed
537,27,5,2025-09-23,completed
538,35,7,2025-10-05,completed
539,53,7,2025-08-27,pending
540,1,9,2025-09-01,completed
541,66,4,2025-09-14,completed
542,67,6,2024-07-30,completed
543,100,10,2025-06-30,completed
544,42,3,2024-05-01,completed
545,18,8,2024-02-10,completed
546,67,2,2024-08-14,completed
547,86,9,2025-07-18,completed
548,101,6,2024-01-14,completed
549,98,7,2024-04-14,completed
550,72,5,2025-08-01,completed
551,84,2,2025-06-27,completed
552,7,4,2024-10-04,refunded
553,86,6,2025-03-08,completed
554,42,6,2025-09-17,completed
555,2,6,2024-08-29,completed
556,50,5,2025-07-08,completed
557,22,2,2024-08-25,completed
558,94,6,2024-08-11,completed
559,32,7,2024-05-10,completed
560,100,8,2024-08-30,refunded
561,99,5,2025-07-02,completed
562,71,6,2024-06-24,completed
563,52,2,2025-05-29,completed
564,68,1,2025-01-06,completed
565,59,5,2024-10-02,completed
566,94,5,2024-04-24,completed
567,109,10,2024-07-27,completed
568,25,2,2025-06-26,completed
569,26,4,2025-10-21,completed
570,69,3,2025-07-24,completed
571,2,5,2025-07-22,completed
572,53,6,2025-11-07,completed
573,55,8,2024-07-11,completed
574,9,5,2024-08-17,completed
575,79,10,2025-08-11,completed
576,7,9,2025-09-01,completed
577,91,2,2025-07-07,completed
578,100,9,2024-10-31,completed
579,45,9,2024-05-09,refunded
580,19,2,2025-03-27,completed
581,60,1,2024-12-02,completed
582,64,3,2025-06-19,pending
583,93,4,2025-10-15,completed
584,63,9,2024-03-22,completed
585,74,1,2025-01-14,completed
586,69,1,2025-04-20,pending
587,17,7,2024-01-21,completed
588,31,10,2024-03-22,completed
589,41,6,2024-05-04,completed
590,92,2,2024-02-13,completed
591,28,8,2024-07-30,completed
592,11,4,2024-12-23,completed
593,43,9,2024-11-25,pending
594,106,7,2024-09-02,completed
595,49,5,2024-09-09,completed
596,31,8,2025-05-12,completed
597,77,7,2025-10-27,completed
598,38,3,2025-06-17,completed
599,80,8,2024-11-27,completed
600,107,5,2024-02-13,pending
601,86,9,2025-07-13,completed
602,18,9,2024-04-14,completed
603,41,4,2024-01-23,completed
604,52,5,2025-11-06,completed
605,65,9,2024-10-11,refunded
606,109,8,2024-05-06,completed
607,72,2,2024-04-18,completed
608,64,4,2025-07-15,completed
609,58,1,2024-09-14,completed
610,15,6,2024-07-16,completed
611,6,5,2024-03-10,completed
612,84,6,2025-04-06,completed
613,9,1,2024-02-27,completed
614,83,2,2024-03-01,completed
615,60,1,2025-08-24,completed
616,48,2,2025-05-22,completed
617,107,4,2024-06-25,completed
618,25,5,2025-01-26,completed
619,7,8,2024-01-13,completed
620,51,7,2024-05-18,completed
621,61,10,2024-11-16,completed
622,18,6,2025-07-30,pending
623,79,8,2024-04-01,completed
624,21,2,2024-04-21,completed
625,16,1,2024-09-16,completed
626,104,2,2025-04-30,completed
627,38,3,2024-07-07,completed
628,19,6,2024-07-04,completed
629,95,8,2025-04-30,refunded
630,17,8,2025-02-22,completed
631,75,9,2024-12-25,completed
632,14,10,2025-11-14,completed
633,70,7,2024-10-19,completed
634,49,1,2024-01-10,completed
635,106,9,2024-03-31,pending
636,38,10,2025-08-03,completed
637,101,6,2024-08-23,completed
638,29,10,2025-06-24,completed
639,9,3,2024-07-23,completed
640,8,1,2024-01-19,completed
641,1,1,2025-06-12,completed
642,16,7,2024-01-03,completed
643,97,3,2024-08-28,completed
644,102,6,2024-11-03,completed
645,34,7,2024-09-07,completed
646,32,7,2024-05-01,refunded
647,11,6,2024-04-04,completed
648,3,4,2025-10-13,completed
649,27,6,2024-09-01,completed
650,56,8,2024-05-31,completed
651,18,5,2025-10-21,completed
652,84,4,2025-06-09,completed
653,45,9,2024-03-12,completed
654,40,3,2024-08-15,completed
655,18,9,2024-12-05,completed
656,81,3,2025-10-08,pending
657,60,10,2024-06-26,completed
658,72,4,2025-06-18,completed
659,93,3,2024-07-24,pending
660,17,1,2025-11-01,refunded
661,105,5,2024-11-15,completed
662,19,8,2025-03-05,pending
663,31,1,2025-01-09,completed
664,31,6,2025-07-25,pending
665,69,3,2024-06-16,refunded
666,86,3,2025-02-07,completed
667,91,7,2024-12-25,refunded
668,110,5,2025-09-30,completed
669,2,1,2025-02-26,pending
670,73,8,2024-11-04,pending
671,40,1,2024-11-10,completed
672,95,6,2024-06-16,completed
673,83,2,2024-05-06,completed
674,110,7,2024-08-27,completed
675,67,5,2025-08-23,completed
676,34,1,2024-12-21,completed
677,12,3,2025-01-14,completed
678,91,7,2024-02-22,completed
679,8,4,2024-06-16,completed
680,106,10,2025-09-29,completed
681,104,5,2024-02-03,refunded
682,14,8,2024-04-11,completed
683,97,1,2025-06-03,completed
684,16,2,2024-07-29,pending
685,61,3,2025-07-25,completed
686,15,7,2024-04-18,completed
687,17,4,2025-11-24,completed
688,6,8,2025-03-05,completed
689,103,5,2025-07-14,completed
690,33,5,2024-07-17,completed
691,106,2,2025-02-04,completed
692,50,8,2025-11-29,completed
693,89,2,2024-09-08,completed
694,39,3,2025-02-01,completed
695,37,4,2024-04-25,completed
696,9,4,2024-01-25,completed
697,104,2,2024-01-16,completed
698,10,7,2025-05-02,completed
699,12,2,2024-01-04,completed
700,54,5,2024-06-08,completed
701,70,2,2025-04-04,refunded
702,64,9,2024-04-10,completed
703,30,7,2024-01-20,completed
704,19,1,2025-01-01,completed
705,27,1,2025-05-27,completed
706,86,1,2024-08-09,completed
707,106,2,2024-11-04,completed
708,23,6,2024-09-22,completed
709,55,5,2024-05-19,completed
710,52,8,2025-03-03,completed
711,7,7,2025-11-18,completed
712,43,6,2024-08-28,completed
713,54,2,2024-12-01,completed
714,8,8,2025-05-27,completed
715,91,1,2024-09-04,completed
716,59,4,2024-07-03,completed
717,14,2,2024-03-17,completed
718,22,1,2024-10-28,completed
719,71,4,2024-02-03,completed
720,2,4,2025-08-21,completed
721,53,10,2025-07-16,completed
722,8,7,2025-07-13,completed
723,98,1,2024-08-09,completed
724,58,1,2024-12-16,completed
725,26,4,2024-07-08,completed
726,73,5,2025-03-30,completed
727,5,7,2024-11-28,completed
728,90,10,2024-08-12,completed
729,24,9,2024-03-30,completed
730,45,1,2024-11-01,pending
731,59,3,2025-07-20,completed
732,58,1,2025-06-01,completed
733,6,9,2024-01-11,completed
734,6,3,2024-07-09,completed
735,74,1,2025-08-21,completed
736,23,1,2024-06-20,completed
737,104,6,2025-10-29,completed
738,102,1,2024-08-19,completed
739,38,4,2025-02-07,refunded
740,97,5,2024-04-02,completed
741,97,10,2025-02-06,completed
742,64,7,2024-07-21,completed
743,24,10,2024-10-01,completed
744,17,3,2025-02-09,completed
745,93,7,2024-05-11,refunded
746,50,2,2024-05-25,completed
747,95,9,2024-10-02,completed
748,91,2,2024-03-05,completed
749,13,5,2024-08-02,completed
750,31,1,2025-06-13,completed
751,20,2,2025-05-28,completed
752,1,5,2025-07-09,completed
753,82,7,2025-08-11,completed
754,13,6,2025-09-24,refunded
755,36,1,2025-06-16,completed
756,18,7,2024-06-25,completed
757,40,4,2025-10-14,completed
758,24,6,2024-01-09,completed
759,58,3,2025-07-19,completed
760,32,5,2024-03-30,completed
761,22,8,2024-02-10,completed
762,9,8,2024-10-18,completed
763,10,1,2024-03-27,completed
764,21,5,2025-04-19,completed
765,3,9,2024-05-27,completed
766,36,7,2024-04-23,refunded
767,92,6,2024-01-11,completed
768,12,8,2025-03-11,completed
769,15,1,2025-10-20,refunded
770,92,2,2025-02-02,completed
771,61,7,2025-06-19,completed
772,55,2,2025-04-29,completed
773,80,10,2025-08-01,completed
774,40,5,2024-09-30,completed
775,106,7,2025-08-09,completed
776,38,9,2025-01-13,completed
777,56,5,2024-03-05,completed
778,65,6,2025-10-02,refunded
779,78,1,2024-02-03,completed
780,87,7,2024-02-21,completed
781,7,7,2025-01-19,completed
782,52,9,2024-03-09,completed
783,20,8,2025-05-01,refunded
784,6,8,2025-10-27,completed
785,5,4,2024-09-10,completed
786,105,7,2025-04-27,completed
787,95,3,2025-03-06,completed
788,28,9,2024-12-03,completed
789,97,4,2025-08-09,completed
790,109,6,2025-10-14,completed
791,18,3,2024-04-30,completed
792,55,2,2025-07-12,completed
793,98,3,2025-08-14,refunded
794,104,10,2025-08-18,completed
795,16,9,2024-06-06,completed
796,69,7,2024-11-11,completed
797,4,4,2025-08-28,completed
798,39,10,2024-01-20,completed
799,79,6,2025-07-05,completed
800,78,9,2024-06-15,pending
801,19,2,2025-04-22,completed
802,65,1,2025-01-30,completed
803,49,5,2025-08-17,refunded
804,58,1,2024-04-27,completed
805,7,4,2024-02-01,completed
806,21,7,2024-06-02,completed
807,19,9,2025-06-03,completed
808,54,9,2024-01-03,completed
809,22,8,2025-02-19,completed
810,18,1,2024-09-02,completed
811,28,6,2025-09-01,completed
812,11,3,2024-01-12,completed
813,53,10,2024-01-20,completed
814,2,3,2025-07-18,refunded
815,97,5,2024-09-05,completed
816,29,7,2024-09-18,completed
817,100,5,2025-11-26,completed
818,46,10,2025-04-07,pending
819,20,4,2024-05-10,completed
820,104,8,2025-09-10,completed
821,105,8,2025-11-13,refunded
822,68,7,2024-07-07,completed
823,75,7,2024-06-30,completed
824,42,9,2025-05-03,completed
825,39,2,2024-09-09,completed
826,105,4,2024-04-07,completed
827,2,1,2024-01-05,refunded
828,93,2,2024-11-08,completed
829,39,2,2024-01-18,completed
830,107,7,2024-10-31,completed
831,91,3,2024-02-26,completed
832,63,7,2025-03-14,completed
833,80,7,2024-05-08,refunded
834,69,3,2024-01-05,completed
835,13,9,2025-03-16,completed
836,33,2,2024-06-16,completed
837,85,10,2024-11-19,completed
838,64,8,2025-05-22,completed
839,29,7,2024-03-29,completed
840,96,10,2025-09-03,completed
841,6,4,2024-11-01,completed
842,64,7,2024-01-27,completed
843,42,2,2025-09-14,completed
844,76,6,2024-03-21,completed
845,1,6,2024-12-20,completed
846,107,8,2024-09-23,completed
847,1,1,2024-10-18,completed
848,40,2,2025-07-06,completed
849,101,9,2024-06-02,completed
850,49,7,2024-06-13,completed
851,48,9,2025-07-21,completed
852,51,6,2024-06-10,completed
853,93,4,2024-12-16,completed
854,60,5,2024-09-26,completed
855,6,9,2025-09-11,completed
856,87,2,2025-09-05,completed
857,11,2,2024-07-23,completed
858,43,9,2024-10-09,completed
859,103,7,2024-09-03,completed
860,84,7,2024-02-03,completed
861,61,8,2024-10-06,completed
862,26,2,2025-03-30,completed
863,102,8,2025-01-31,pending
864,90,10,2025-01-19,refunded
865,95,9,2024-11-04,completed
866,67,7,2024-02-19,completed
867,6,7,2025-02-09,completed
868,17,9,2025-10-18,completed
