timestamp,service,level,message,latency_ms,request_id
2026-06-08T01:07:49,auth-gw,INFO,healthcheck ok,90,req-754644
2026-06-08T01:08:02,notification,WARN,connection pool 85% used,117,req-726410
2026-06-08T01:08:15,billing,INFO,cache warmed,149,req-734836
2026-06-08T01:08:28,task-scheduler,INFO,request handled,238,req-786516
2026-06-08T01:08:41,notification,CRITICAL,telemetry ingest backlog > 10k,2561,req-550961
2026-06-08T01:08:54,task-scheduler,INFO,cache warmed,106,req-967611
2026-06-08T01:09:07,task-scheduler,INFO,cache warmed,206,req-199704
2026-06-08T01:09:20,telemetry-ingest,INFO,task dispatched,190,req-367271
2026-06-08T01:09:33,telemetry-ingest,INFO,cache warmed,37,req-195656
2026-06-08T01:09:46,fleet-api,INFO,cache warmed,44,req-880758
2026-06-08T01:09:59,notification,INFO,healthcheck ok,162,req-162894
2026-06-08T01:10:12,billing,WARN,connection pool 85% used,191,req-228168
2026-06-08T01:10:25,task-scheduler,INFO,cache warmed,242,req-856086
2026-06-08T01:10:38,fleet-api,INFO,token refreshed,99,req-468727
2026-06-08T01:10:51,fleet-api,WARN,retrying upstream call,59,req-788637
2026-06-08T01:11:04,task-scheduler,INFO,request handled,109,req-986438
2026-06-08T01:11:17,billing,INFO,request handled,215,req-392099
2026-06-08T01:11:30,billing,INFO,cache warmed,236,req-688215
2026-06-08T01:11:43,billing,WARN,latency above 800ms,175,req-789786
2026-06-08T01:11:56,notification,INFO,request handled,66,req-386544
2026-06-08T01:12:09,notification,ERROR,invalid command rejected,3675,req-106402
2026-06-08T01:12:22,auth-gw,INFO,token refreshed,188,req-520252
2026-06-08T01:12:35,fleet-api,INFO,request handled,43,req-882354
2026-06-08T01:12:48,billing,INFO,cache warmed,127,req-575682
2026-06-08T01:13:01,telemetry-ingest,INFO,task dispatched,99,req-856648
2026-06-08T01:13:14,telemetry-ingest,CRITICAL,telemetry ingest backlog > 10k,1495,req-155164
2026-06-08T01:13:27,auth-gw,INFO,token refreshed,32,req-806707
2026-06-08T01:13:40,fleet-api,INFO,cache warmed,189,req-544611
2026-06-08T01:13:53,task-scheduler,WARN,rate limit near threshold,126,req-386436
2026-06-08T01:14:06,auth-gw,ERROR,upstream timeout,4321,req-216276
2026-06-08T01:14:19,telemetry-ingest,WARN,rate limit near threshold,154,req-799539
2026-06-08T01:14:32,telemetry-ingest,INFO,healthcheck ok,121,req-728437
2026-06-08T01:14:45,fleet-api,INFO,healthcheck ok,97,req-321494
2026-06-08T01:14:58,auth-gw,ERROR,invalid command rejected,3487,req-225812
2026-06-08T01:15:11,fleet-api,INFO,cache warmed,64,req-235461
2026-06-08T01:15:24,task-scheduler,INFO,healthcheck ok,148,req-685864
2026-06-08T01:15:37,notification,INFO,request handled,121,req-878086
2026-06-08T01:15:50,fleet-api,INFO,request handled,137,req-181644
2026-06-08T01:16:03,telemetry-ingest,WARN,rate limit near threshold,166,req-524068
2026-06-08T01:16:16,notification,WARN,rate limit near threshold,94,req-220768
2026-06-08T01:16:29,task-scheduler,INFO,task dispatched,63,req-940247
2026-06-08T01:16:42,billing,INFO,task dispatched,42,req-557925
2026-06-08T01:16:55,fleet-api,INFO,cache warmed,170,req-519902
2026-06-08T01:17:08,billing,INFO,cache warmed,242,req-425346
2026-06-08T01:17:21,notification,INFO,healthcheck ok,105,req-916964
2026-06-08T01:17:34,auth-gw,INFO,token refreshed,182,req-219565
2026-06-08T01:17:47,billing,INFO,healthcheck ok,218,req-466346
2026-06-08T01:18:00,telemetry-ingest,ERROR,db connection refused,1642,req-253557
2026-06-08T01:18:13,telemetry-ingest,INFO,healthcheck ok,174,req-260295
2026-06-08T01:18:26,notification,INFO,healthcheck ok,217,req-758452
2026-06-08T01:18:39,task-scheduler,INFO,token refreshed,214,req-707616
2026-06-08T01:18:52,task-scheduler,WARN,connection pool 85% used,241,req-757685
2026-06-08T01:19:05,telemetry-ingest,INFO,cache warmed,37,req-591699
2026-06-08T01:19:18,task-scheduler,WARN,connection pool 85% used,223,req-388016
2026-06-08T01:19:31,billing,INFO,task dispatched,149,req-177794
2026-06-08T01:19:44,telemetry-ingest,INFO,cache warmed,29,req-159653
2026-06-08T01:19:57,telemetry-ingest,INFO,request handled,185,req-996840
2026-06-08T01:20:10,fleet-api,WARN,rate limit near threshold,138,req-708519
2026-06-08T01:20:23,billing,ERROR,upstream timeout,2342,req-437145
2026-06-08T01:20:36,billing,INFO,token refreshed,58,req-164879
2026-06-08T01:20:49,task-scheduler,INFO,task dispatched,202,req-188425
2026-06-08T01:21:02,billing,WARN,retrying upstream call,30,req-359778
2026-06-08T01:21:15,notification,INFO,cache warmed,154,req-648141
2026-06-08T01:21:28,billing,INFO,task dispatched,115,req-396635
2026-06-08T01:21:41,task-scheduler,INFO,task dispatched,193,req-726928
2026-06-08T01:21:54,fleet-api,WARN,connection pool 85% used,36,req-445705
2026-06-08T01:22:07,fleet-api,WARN,rate limit near threshold,92,req-364236
2026-06-08T01:22:20,notification,WARN,retrying upstream call,105,req-185461
2026-06-08T01:22:33,billing,WARN,retrying upstream call,109,req-425301
